?cls,?mondo_label,?definition,?gene,?gene_label
<http://purl.obolibrary.org/obo/MONDO_0009367>,McKusick-Kaufman syndrome,"McKusick-Kaufman syndrome is a very rare, genetic developmental disorder presenting in the neonatal period characterized by genitourinary malformations, polydactyly, and more rarely, congenital heart disease or gastrointestinal malformations.",<http://identifiers.org/hgnc/7108>,MKKS
<http://purl.obolibrary.org/obo/MONDO_0009934>,alveolar capillary dysplasia with misalignment of pulmonary veins,A rare and fatal developmental lung disease characterized by respiratory distress in neonates due to refractory hypoxemia and severe pulmonary arterial hypertension.,<http://identifiers.org/hgnc/3809>,FOXF1
<http://purl.obolibrary.org/obo/MONDO_0010031>,Sjogren-Larsson syndrome,"A neurocutaneous disorder caused by an inborn error of lipid metabolism and characterized by congenital ichthyosis, intellectual deficit, and spasticity.",<http://identifiers.org/hgnc/403>,ALDH3A2
<http://purl.obolibrary.org/obo/MONDO_0009393>,ornithine translocase deficiency,"A rare, genetic disorder of urea cycle metabolism characterized by either a neonatal-onset with manifestations of lethargy, poor feeding, vomiting and tachypnea or, more commonly, presentations in infancy, childhood or adulthood with chronic neurocognitive deficits, acute encephalopathy and/or coagulation defects or other chronic liver dysfunction.",<http://identifiers.org/hgnc/10985>,SLC25A15
<http://purl.obolibrary.org/obo/MONDO_0010714>,Pelizeaus-Merzbacher spectrum disorder,"An X-linked leukodystrophy characterized by developmental delay, nystagmus, hypotonia, spasticity, and variable intellectual deficit. It is classified into three sub-forms based on the age of onset and severity: connatal, transitional, and classic PMD.",<http://identifiers.org/hgnc/9086>,PLP1
<http://purl.obolibrary.org/obo/MONDO_0009657>,mucopolysaccharidosis type 3C,"A rare autosomal recessive lysosomal storage disease caused by deficiency of the enzyme acetyl-CoA:alpha-glucosaminide acetyltransferase. It is characterized by behavioral changes, sleep disturbances, and mental developmental delays.",<http://identifiers.org/hgnc/26527>,HGSNAT
<http://purl.obolibrary.org/obo/MONDO_0009465>,multiple intestinal atresia,"A rare form of intestinal atresia characterized by the presence of numerous atresic segments in the small bowel (duodenum) or large bowel and leading to symptoms of intestinal obstruction: vomiting, abdominal bloating and inability to pass meconium in newborns.",<http://identifiers.org/hgnc/19750>,TTC7A
<http://purl.obolibrary.org/obo/MONDO_0009232>,Fuhrmann syndrome,"Fuhrmann syndrome is mainly characterized by bowing of the femora, aplasia or hypoplasia of the fibulae and poly-, oligo-, and syndactyly.",<http://identifiers.org/hgnc/12786>,WNT7A
<http://purl.obolibrary.org/obo/MONDO_0008504>,supravalvular aortic stenosis,"SupraValvar Aortic Stenosis (SVAS) is characterized by the narrowing of the aorta lumen (close to its origin) or other arteries (branch pulmonary arteries, coronary arteries). This narrowing of the aorta or pulmonary branches may impede blood flow, resulting in heart murmur and ventricular hypertrophy (in case of aorta involvement). The narrowing results from a thickening of the artery wall, which is not related to atherosclerosis.",<http://identifiers.org/hgnc/3327>,ELN
<http://purl.obolibrary.org/obo/MONDO_0014568>,hereditary spastic paraplegia 73,"Autosomal dominant spastic paraplegia type 73 (SPG73) is a pure form of hereditary spastic paraplegia characterized by adult onset of crural spastic paraparesis, hyperreflexia, extensor plantar responses, proximal muscle weakness, mild muscle atrophy, decreased vibration sensation at ankles, and mild urinary dysfunction. foot deformities have been reported to eventually occur in some patients. No abnormalities are noted on brain magnetic resonance imaging and peripheral nerve conduction velocity studies.",<http://identifiers.org/hgnc/18540>,CPT1C
<http://purl.obolibrary.org/obo/MONDO_0011481>,craniosynostosis 2,"A form of syndromic craniosynostosis, characterized by a highly variable craniosynostosis with frontal bossing, turribrachycephaly and cloverleaf skull anomaly. Hypoplasia of the supraorbital ridges, cleft palate, extra teeth and limb anomalies (triphalangeal thumb, 3-4 syndactyly of the hands, a short first metatarsal, middle phalangeal agenesis in the feet) have also been described. Associated problems include headache, poor vision, and seizures. Intelligence is normal.",<http://identifiers.org/hgnc/7392>,MSX2
<http://purl.obolibrary.org/obo/MONDO_0014077>,cobblestone lissencephaly without muscular or ocular involvement,"Cobblestone lissencephaly without muscular or ocular involvement is a form of cobblestone lissencephaly characterized by a constellation of brain malformations which can either exist alone or in conjunction with minimal muscular and ocular abnormalities. The clinical features of the disease include severe developmental delay, increased head circumference, hydrocephalus and seizures.",<http://identifiers.org/hgnc/6486>,LAMB1
<http://purl.obolibrary.org/obo/MONDO_0010689>,Charcot-Marie-Tooth disease X-linked recessive 4,"X-linked Charcot-Marie-Tooth disease type 4 is a rare, genetic, axonal, peripheral sensorimotor neuropathy characterized by an X-linked recessive inheritance pattern and the neonatal- to early childhood-onset of severe, slowly progressive, distal muscle weakness and atrophy (in particular of the peroneal group), as well as sensory impairment (with the lower extremities being more affected than the upper extremities), pes cavus, areflexia and hammertoes. Sensorineural hearing loss and cognitive impairment may also be associated. Females are asymptomatic and do not display the phenotype.",<http://identifiers.org/hgnc/8768>,AIFM1
<http://purl.obolibrary.org/obo/MONDO_0007606>,fibrodysplasia ossificans progressiva,Fibrodysplasia ossificans progressiva (FOP) is a severely disabling heritable disorder of connective tissue characterized by congenital malformations of the great toes and progressive heterotopic ossification that forms qualitatively normal bone in characteristic extraskeletal sites.,<http://identifiers.org/hgnc/171>,ACVR1
<http://purl.obolibrary.org/obo/MONDO_0007924>,Bannayan-Riley-Ruvalcaba syndrome,"Bannayan-Riley-Ruvalcaba syndrome (BRRS) is a rare congenital disorder characterized by hamartomatous intestinal polyposis, lipomas, macrocephaly and genital lentiginosis.",<http://identifiers.org/hgnc/9588>,PTEN
<http://purl.obolibrary.org/obo/MONDO_0009699>,action myoclonus-renal failure syndrome,"Action myoclonus-renal failure syndrome (AMRF) is a rare epilepsy syndrome characterized by progressive myoclonus epilepsy in association with primary glomerular disease. Patients present with neurologic symptoms (including tremor, action myoclonus, tonic-clonic seizures, later ataxia and dysarthria) that may precede, occur simultaneously or be followed by renal manifestations including proteinuria that progresses to nephrotic syndrome and end-stage renal disease. In some patients, sensorimotor peripheral neuropathy, sensorineural hearing loss and dilated cardiomyopathy are associated symptoms.",<http://identifiers.org/hgnc/1665>,SCARB2
<http://purl.obolibrary.org/obo/MONDO_0011214>,progressive familial intrahepatic cholestasis type 3,"Progressive familial intrahepatic cholestasis type 3 (PFIC3), a type of progressive familial intrahepatic cholestasis (PFIC), is a late-onset hereditary disorder in bile formation that is hepatocellular in origin. Onset may occur from infancy to young adulthood.",<http://identifiers.org/hgnc/45>,ABCB4
<http://purl.obolibrary.org/obo/MONDO_0012693>,glycogen storage disease due to muscle and heart glycogen synthase deficiency,"A glycogen storage disease characterized by muscle and heart glycogen deficiency. It has been described in three siblings (two brothers and their younger sister). The older brother died at 10.5 years of age as a result of sudden cardiac arrest and the younger brother presented with hypertrophic cardiomyopathy, abnormal heart rate and blood pressure during exercise, and muscle fatigability. The sister showed no symptoms but a lack of glycogen was identified through muscle biopsy. The syndrome is caused by homozygous missense mutations in the gene encoding muscle glycogen synthase.",<http://identifiers.org/hgnc/4706>,GYS1
<http://purl.obolibrary.org/obo/MONDO_0007841>,coxopodopatellar syndrome,Small patella syndrome (SPS) is a very rare benign bone dysplasia affecting skeletal structures of the lower limb and the pelvis.,<http://identifiers.org/hgnc/11603>,TBX4
<http://purl.obolibrary.org/obo/MONDO_0009658>,mucopolysaccharidosis type 3D,"A rare autosomal recessive lysosomal storage disease caused by deficiency of the enzyme N-acetylglucosamine-6-sulfatase. It is characterized by behavioral changes, sleep disturbances and mental developmental delays.",<http://identifiers.org/hgnc/4422>,GNS
<http://purl.obolibrary.org/obo/MONDO_0011790>,Amish lethal microcephaly,"Amish lethal microcephaly is a very rare syndrome characterized by extreme microcephaly and early death, within the first year.",<http://identifiers.org/hgnc/14409>,SLC25A19
<http://purl.obolibrary.org/obo/MONDO_0011730>,fumaric aciduria,"Fumaric aciduria (FA), an autosomal recessive metabolic disorder, is most often characterized by early onset but non-specific clinical signs: hypotonia, severe psychomotor impairment, convulsions, respiratory distress, feeding difficulties and frequent cerebral malformations, along with a distinctive facies. Some patients present with only moderate intellectual impairment.",<http://identifiers.org/hgnc/3700>,FH
<http://purl.obolibrary.org/obo/MONDO_0007252>,Gordon syndrome,"An extremely rare multiple congenital malformation syndrome characterized by congenital contractures of hand and feet with variable degrees of severity of camptodactyly, clubfoot and, less frequently, cleft palate. Intelligence is normal but in some cases, additional abnormalities, such as short stature, kyphoscoliosis, ptosis, micrognathia, and cryptorchidism may also be present. Gordon syndrome, Marden-Walker syndrome and arthrogryposis with oculomotor limitation and electroretinal anomalies clinically and genetically overlap, and could represent variable expressions of the same condition.",<http://identifiers.org/hgnc/26270>,PIEZO2
<http://purl.obolibrary.org/obo/MONDO_0100551>,SPATA5L1-related complex neurodevelopmental disorder with motor features and hearing loss,"A neurodevelopmental disorder related to biallelic variants in SPATA5L1 and characterized by a spectrum of intellectual disability, hearing loss, and motor features including spasticity, dystonia, and/or hypotonia. Other phenotypic features commonly reported with the neurodevelopmental presentation include spasticity, focal or generalized epilepsy, and microcephaly.",<http://identifiers.org/hgnc/28762>,AFG2B
<http://purl.obolibrary.org/obo/MONDO_0012807>,"epidermolysis bullosa simplex 5C, with pyloric atresia",A basal subtype of epidermolysis bullosa simplex (EBS) characterized by generalized severe blistering with widespread congenital absence of skin and pyloric atresia.,<http://identifiers.org/hgnc/9069>,PLEC
<http://purl.obolibrary.org/obo/MONDO_0010914>,"carnitine palmitoyl transferase II deficiency, severe infantile form","The severe infantile form of carnitine palmitoyltransferase II (CPT II) deficiency, an inherited disorder that affects mitochondrial oxidation of long chain fatty acids (LCFA), is the early-onset form of the disease.",<http://identifiers.org/hgnc/2330>,CPT2
<http://purl.obolibrary.org/obo/MONDO_0014626>,spinocerebellar ataxia type 41,Spinocerebellar ataxia type 41 is a rare autosomal dominant cerebellar ataxia type III disorder characterized by adult-onset progressive imbalance and loss of coordination associated with an ataxic gait. Mild atrophy of the cerebellar vermis has been reported on brain magnetic resonance imaging.,<http://identifiers.org/hgnc/12335>,TRPC3
